item_id,user_id,rating
225,485954,3
230,485954,3
235,485954,1
237,485954,3
246,485954,4
253,485954,3
266,485954,3
280,485954,3
281,485954,3
292,485954,3
296,485954,5
300,485954,4
306,485954,3
316,485954,1
318,485954,4
329,485954,3
337,485954,3
344,485954,2
348,485954,3
349,485954,3
350,485954,3
353,485954,3
356,485954,4
357,485954,3
358,485954,3
364,485954,3
368,485954,3
376,485954,2
377,485954,3
380,485954,3
381,485954,2
382,485954,3
412,485954,3
434,485954,3
454,485954,3
457,485954,3
474,485954,3
475,485954,4
480,485954,3
508,485954,3
519,485954,3
520,485954,2
527,485954,3
539,485954,3
551,485954,3
552,485954,3
555,485954,3
586,485954,3
587,485954,3
588,485954,3
589,485954,3
590,485954,3
592,485954,4
593,485954,3
595,485954,4
597,485954,3
628,485954,3
648,485954,2
661,485954,3
736,485954,3
10,648979,4
16,648979,4
19,648979,1
21,648979,3
42,648979,3
47,648979,3
50,648979,4
66,648979,3
79,648979,3
94,648979,3
110,648979,5
111,648979,4
141,648979,5
147,648979,3
150,648979,4
153,648979,3
157,648979,3
168,648979,3
170,648979,3
175,648979,3
177,648979,3
185,648979,3
186,648979,3
193,648979,3
198,648979,4
208,648979,3
216,648979,2
223,648979,4
225,648979,3
231,648979,2
233,648979,3
234,648979,3
235,648979,4
237,648979,3
248,648979,3
253,648979,4
256,648979,3
257,648979,3
259,648979,2
266,648979,3
273,648979,3
276,648979,3
280,648979,3
281,648979,4
288,648979,4
291,648979,3
292,648979,3
293,648979,3
296,648979,4
300,648979,4
303,648979,2
315,648979,3
316,648979,4
318,648979,5
329,648979,3
333,648979,1
337,648979,4
338,648979,4
344,648979,3
349,648979,4
350,648979,4
352,648979,3
353,648979,3
354,648979,4
355,648979,3
356,648979,5
367,648979,3
368,648979,5
370,648979,3
373,648979,3
374,648979,2
377,648979,5
380,648979,3
383,648979,4
410,648979,3
413,648979,3
415,648979,3
418,648979,3
419,648979,2
420,648979,3
428,648979,3
432,648979,3
434,648979,3
435,648979,2
437,648979,3
440,648979,3
442,648979,3
454,648979,3
457,648979,5
466,648979,3
471,648979,3
474,648979,4
480,648979,4
481,648979,3
485,648979,3
490,648979,3
491,648979,3
500,648979,4
508,648979,4
514,648979,3
520,648979,3
521,648979,3
524,648979,3
527,648979,5
529,648979,4
538,648979,3
539,648979,4
540,648979,3
543,648979,3
553,648979,3
555,648979,5
585,648979,3
586,648979,4
587,648979,4
588,648979,3
589,648979,3
590,648979,4
592,648979,4
593,648979,5
736,648979,4
1,869973,5
2,869973,4
11,869973,4
19,869973,3
22,869973,3
32,869973,3
34,869973,3
39,869973,3
47,869973,4
50,869973,3
110,869973,3
112,869973,5
150,869973,5
153,869973,4
160,869973,3
161,869973,4
165,869973,4
173,869973,3
185,869973,3
186,869973,3
196,869973,3
198,869973,4
204,869973,3
208,869973,3
223,869973,3
225,869973,4
231,869973,3
252,869973,3
253,869973,4
280,869973,3
282,869973,4
292,869973,4
293,869973,3
296,869973,5
300,869973,3
315,869973,3
316,869973,4
317,869973,3
318,869973,5
329,869973,4
339,869973,3
344,869973,3
349,869973,3
356,869973,3
357,869973,3
362,869973,5
364,869973,4
367,869973,4
377,869973,5
380,869973,5
434,869973,3
435,869973,3
440,869973,4
442,869973,4
454,869973,3
457,869973,4
474,869973,4
480,869973,5
500,869973,4
539,869973,3
551,869973,3
553,869973,3
555,869973,5
587,869973,4
588,869973,4
589,869973,5
590,869973,3
592,869973,4
593,869973,5
595,869973,3
610,869973,3
2,95180,4
9,95180,2
10,95180,4
11,95180,4
17,95180,3
19,95180,2
20,95180,3
21,95180,3
22,95180,3
23,95180,4
24,95180,4
31,95180,3
32,95180,4
39,95180,3
44,95180,4
45,95180,3
47,95180,5
48,95180,3
50,95180,5
57,95180,4
60,95180,4
62,95180,3
70,95180,3
95,95180,4
110,95180,5
122,95180,2
132,95180,4
135,95180,4
144,95180,5
145,95180,4
151,95180,3
153,95180,3
159,95180,4
160,95180,1
161,95180,3
162,95180,3
163,95180,3
164,95180,4
165,95180,4
168,95180,2
170,95180,4
172,95180,4
173,95180,3
177,95180,3
185,95180,3
194,95180,3
195,95180,4
196,95180,3
198,95180,4
203,95180,4
204,95180,4
207,95180,3
208,95180,3
227,95180,3
229,95180,3
230,95180,5
231,95180,2
234,95180,3
236,95180,4
237,95180,4
249,95180,5
252,95180,4
253,95180,4
256,95180,2
262,95180,4
265,95180,4
266,95180,3
273,95180,5
276,95180,3
292,95180,4
296,95180,5
299,95180,5
303,95180,3
315,95180,3
316,95180,4
327,95180,3
328,95180,4
329,95180,5
330,95180,4
338,95180,4
339,95180,3
342,95180,2
344,95180,1
349,95180,5
350,95180,4
353,95180,4
355,95180,3
356,95180,5
357,95180,5
362,95180,4
364,95180,5
367,95180,2
368,95180,2
371,95180,4
372,95180,3
376,95180,3
377,95180,5
380,95180,3
410,95180,3
415,95180,3
416,95180,3
432,95180,3
434,95180,2
435,95180,3
437,95180,3
440,95180,3
442,95180,3
444,95180,2
454,95180,4
455,95180,3
457,95180,5
466,95180,2
468,95180,5
474,95180,5
475,95180,5
477,95180,4
480,95180,5
485,95180,3
491,95180,3
494,95180,4
497,95180,5
500,95180,5
508,95180,5
509,95180,5
515,95180,4
520,95180,3
527,95180,5
531,95180,4
539,95180,4
540,95180,2
543,95180,2
551,95180,5
552,95180,3
553,95180,5
586,95180,3
587,95180,4
588,95180,4
589,95180,5
590,95180,5
592,95180,3
593,95180,5
594,95180,2
595,95180,5
596,95180,3
597,95180,4
608,95180,4
610,95180,3
628,95180,4
637,95180,3
648,95180,3
688,95180,4
708,95180,5
736,95180,3
10,245117,3
150,245117,4
153,245117,3
161,245117,5
165,245117,3
231,245117,2
292,245117,5
296,245117,2
316,245117,5
318,245117,5
329,245117,5
344,245117,2
349,245117,4
380,245117,4
434,245117,3
588,245117,3
590,245117,4
592,245117,3
595,245117,3
11,613514,3
16,613514,5
21,613514,3
22,613514,2
25,613514,5
36,613514,5
47,613514,5
50,613514,4
70,613514,5
104,613514,4
112,613514,3
150,613514,4
153,613514,3
158,613514,2
161,613514,3
208,613514,3
216,613514,1
223,613514,5
235,613514,3
246,613514,1
247,613514,5
253,613514,3
273,613514,1
288,613514,5
296,613514,5
329,613514,2
342,613514,3
344,613514,3
353,613514,3
355,613514,1
356,613514,3
357,613514,3
362,613514,1
364,613514,1
367,613514,3
413,613514,3
434,613514,3
457,613514,4
466,613514,1
480,613514,3
500,613514,1
508,613514,4
509,613514,5
527,613514,1
539,613514,3
551,613514,4
586,613514,1
587,613514,3
588,613514,1
589,613514,3
592,613514,3
593,613514,3
594,613514,1
595,613514,1
597,613514,3
616,613514,2
784,613514,2
1,873421,5
10,873421,2
17,873421,4
25,873421,3
48,873421,3
62,873421,4
111,873421,3
141,873421,3
231,873421,1
253,873421,3
256,873421,4
288,873421,1
350,873421,2
356,873421,5
357,873421,4
367,873421,4
377,873421,5
380,873421,4
410,873421,3
454,873421,4
457,873421,5
480,873421,3
500,873421,4
509,873421,5
515,873421,5
527,873421,5
539,873421,5
586,873421,1
587,873421,4
588,873421,3
589,873421,5
590,873421,3
592,873421,1
593,873421,5
595,873421,3
597,873421,3
17,683940,5
34,683940,4
52,683940,5
105,683940,5
111,683940,4
154,683940,3
233,683940,3
265,683940,3
306,683940,3
307,683940,5
308,683940,3
356,683940,4
357,683940,4
412,683940,4
457,683940,3
508,683940,4
509,683940,5
527,683940,5
590,683940,3
854,683940,4
1029,683940,3
11,214384,3
16,214384,4
17,214384,3
21,214384,3
22,214384,1
25,214384,5
32,214384,4
36,214384,5
39,214384,4
47,214384,5
50,214384,5
111,214384,5
150,214384,3
153,214384,2
161,214384,3
208,214384,4
223,214384,5
231,214384,1
235,214384,3
246,214384,4
253,214384,3
273,214384,1
277,214384,3
288,214384,5
292,214384,3
296,214384,5
316,214384,2
329,214384,1
344,214384,3
353,214384,4
356,214384,3
357,214384,2
377,214384,3
480,214384,3
509,214384,5
527,214384,1
551,214384,3
586,214384,1
588,214384,1
590,214384,3
593,214384,5
595,214384,1
597,214384,3
10,825666,3
110,825666,5
150,825666,3
153,825666,3
165,825666,4
185,825666,3
186,825666,2
207,825666,3
208,825666,2
256,825666,3
367,825666,3
377,825666,4
434,825666,4
457,825666,3
480,825666,3
500,825666,4
586,825666,3
587,825666,4
588,825666,3
589,825666,4
592,825666,3
1,376784,3
10,376784,3
17,376784,3
34,376784,5
110,376784,4
208,376784,2
318,376784,5
356,376784,5
480,376784,3
527,376784,5
590,376784,4
593,376784,4
2,420947,3
10,420947,3
11,420947,3
15,420947,1
19,420947,1
21,420947,5
22,420947,3
23,420947,2
31,420947,3
34,420947,3
39,420947,4
45,420947,3
47,420947,3
50,420947,4
60,420947,3
110,420947,3
111,420947,3
144,420947,5
150,420947,4
151,420947,3
153,420947,2
160,420947,3
161,420947,4
163,420947,3
165,420947,3
169,420947,2
172,420947,3
173,420947,2
185,420947,3
195,420947,3
196,420947,3
198,420947,3
200,420947,2
204,420947,4
208,420947,3
210,420947,3
222,420947,4
223,420947,2
225,420947,3
227,420947,3
230,420947,3
231,420947,1
232,420947,5
234,420947,1
235,420947,1
236,420947,3
241,420947,3
246,420947,3
252,420947,3
253,420947,2
257,420947,4
260,420947,3
262,420947,3
265,420947,4
266,420947,3
270,420947,1
273,420947,1
274,420947,2
276,420947,3
279,420947,5
282,420947,3
288,420947,1
292,420947,4
293,420947,4
294,420947,3
296,420947,4
300,420947,2
303,420947,3
305,420947,3
314,420947,3
315,420947,2
316,420947,4
317,420947,3
318,420947,5
329,420947,3
330,420947,3
332,420947,2
337,420947,1
338,420947,3
339,420947,3
342,420947,1
344,420947,1
349,420947,4
350,420947,4
354,420947,3
356,420947,4
357,420947,3
361,420947,3
367,420947,3
368,420947,5
369,420947,2
371,420947,3
373,420947,3
377,420947,3
378,420947,2
380,420947,3
382,420947,4
383,420947,4
391,420947,3
410,420947,2
412,420947,3
413,420947,2
415,420947,2
416,420947,2
417,420947,4
420,420947,1
422,420947,3
426,420947,2
427,420947,1
432,420947,2
433,420947,3
434,420947,2
437,420947,2
440,420947,4
442,420947,4
444,420947,1
445,420947,3
450,420947,3
454,420947,3
455,420947,3
457,420947,4
458,420947,3
460,420947,3
466,420947,3
468,420947,3
471,420947,2
474,420947,3
477,420947,2
480,420947,5
481,420947,2
485,420947,3
489,420947,3
491,420947,3
493,420947,3
497,420947,5
500,420947,4
502,420947,2
508,420947,3
510,420947,2
514,420947,3
515,420947,3
516,420947,3
519,420947,3
520,420947,1
521,420947,3
524,420947,3
527,420947,3
529,420947,3
532,420947,2
533,420947,3
535,420947,3
538,420947,2
539,420947,4
540,420947,1
541,420947,4
542,420947,1
543,420947,2
546,420947,2
548,420947,3
551,420947,2
552,420947,4
553,420947,3
555,420947,4
569,420947,3
586,420947,3
587,420947,3
588,420947,3
589,420947,3
590,420947,4
592,420947,3
593,420947,4
594,420947,3
597,420947,3
688,420947,3
10,378074,5
52,378074,5
104,378074,1
141,378074,5
150,378074,5
153,378074,5
165,378074,5
185,378074,5
208,378074,5
288,378074,5
296,378074,5
316,378074,5
349,378074,5
380,378074,5
434,378074,5
457,378074,5
592,378074,5
34,701853,5
36,701853,5
39,701853,4
144,701853,4
150,701853,3
171,701853,5
180,701853,3
196,701853,1
208,701853,1
223,701853,4
232,701853,5
246,701853,3
265,701853,4
282,701853,4
288,701853,5
292,701853,3
296,701853,3
299,701853,4
314,701853,4
317,701853,3
318,701853,3
329,701853,3
337,701853,3
349,701853,1
364,701853,3
368,701853,3
372,701853,3
377,701853,2
413,701853,4
440,701853,4
454,701853,3
475,701853,4
480,701853,3
500,701853,3
508,701853,4
527,701853,3
539,701853,3
551,701853,3
585,701853,4
586,701853,1
588,701853,3
589,701853,4
590,701853,3
592,701853,3
593,701853,4
594,701853,3
597,701853,3
2,606239,4
10,606239,3
17,606239,5
21,606239,5
28,606239,3
32,606239,5
41,606239,5
47,606239,5
50,606239,5
58,606239,5
70,606239,3
92,606239,3
101,606239,4
107,606239,5
111,606239,5
141,606239,5
150,606239,3
153,606239,4
160,606239,2
161,606239,3
162,606239,5
163,606239,3
170,606239,3
172,606239,3
173,606239,3
185,606239,3
198,606239,4
208,606239,3
235,606239,5
249,606239,4
253,606239,3
256,606239,3
273,606239,4
288,606239,5
292,606239,3
296,606239,5
306,606239,4
315,606239,3
316,606239,3
328,606239,3
329,606239,5
333,606239,4
349,606239,4
350,606239,3
353,606239,5
355,606239,3
356,606239,3
364,606239,3
367,606239,3
370,606239,3
371,606239,3
372,606239,3
374,606239,3
377,606239,4
380,606239,4
382,606239,3
410,606239,3
412,606239,3
435,606239,3
440,606239,4
442,606239,4
445,606239,2
457,606239,5
474,606239,4
480,606239,4
482,606239,5
485,606239,3
489,606239,3
500,606239,4
505,606239,3
514,606239,5
515,606239,5
520,606239,3
527,606239,5
529,606239,3
531,606239,4
539,606239,3
542,606239,3
543,606239,3
551,606239,4
553,606239,4
555,606239,5
586,606239,3
587,606239,3
588,606239,3
589,606239,5
590,606239,3
592,606239,4
593,606239,4
594,606239,3
595,606239,3
608,606239,4
648,606239,5
663,606239,5
724,606239,3
733,606239,5
736,606239,3
784,606239,5
7,405610,3
150,405610,4
153,405610,2
165,405610,3
296,405610,4
316,405610,4
318,405610,5
329,405610,3
344,405610,3
349,405610,5
380,405610,3
588,405610,3
590,405610,5
592,405610,4
595,405610,3
733,405610,3
6,455984,4
10,455984,3
11,455984,4
21,455984,3
22,455984,3
47,455984,5
50,455984,4
52,455984,4
95,455984,2
110,455984,3
111,455984,5
141,455984,3
145,455984,3
150,455984,3
161,455984,4
165,455984,3
185,455984,3
194,455984,3
204,455984,3
208,455984,2
224,455984,4
225,455984,4
227,455984,3
231,455984,3
252,455984,3
256,455984,3
272,455984,4
288,455984,3
292,455984,4
293,455984,4
296,455984,4
300,455984,4
315,455984,3
318,455984,4
339,455984,3
342,455984,3
344,455984,3
349,455984,3
350,455984,4
356,455984,5
357,455984,3
364,455984,3
367,455984,3
370,455984,3
377,455984,5
380,455984,5
420,455984,2
428,455984,3
432,455984,3
435,455984,3
440,455984,4
442,455984,3
454,455984,3
457,455984,5
474,455984,4
480,455984,3
500,455984,3
527,455984,4
532,455984,3
535,455984,4
539,455984,3
555,455984,4
586,455984,4
588,455984,5
589,455984,5
590,455984,2
592,455984,3
593,455984,5
595,455984,3
597,455984,4
608,455984,4
1,142068,3
110,142068,4
150,142068,5
153,142068,3
161,142068,4
165,142068,5
185,142068,3
225,142068,3
231,142068,3
253,142068,3
292,142068,5
296,142068,4
316,142068,4
329,142068,3
344,142068,4
349,142068,4
380,142068,4
410,142068,3
434,142068,4
457,142068,3
588,142068,3
589,142068,5
590,142068,4
592,142068,3
593,142068,3
595,142068,3
34,525912,5
110,525912,5
150,525912,5
151,525912,5
170,525912,4
208,525912,3
235,525912,3
253,525912,3
261,525912,4
273,525912,5
299,525912,4
303,525912,4
316,525912,3
317,525912,3
318,525912,5
328,525912,2
329,525912,3
333,525912,4
416,525912,5
421,525912,4
468,525912,4
590,525912,3
592,525912,3
692,525912,1
47,759455,3
150,759455,3
165,759455,4
230,759455,4
288,759455,3
292,759455,4
317,759455,4
318,759455,5
329,759455,5
356,759455,2
377,759455,3
380,759455,4
480,759455,4
587,759455,3
589,759455,4
592,759455,3
597,759455,3
58,160699,5
150,160699,3
153,160699,1
165,160699,3
296,160699,4
344,160699,3
380,160699,3
588,160699,3
590,160699,4
592,160699,1
1,713415,5
150,713415,4
153,713415,4
165,713415,5
185,713415,4
208,713415,3
316,713415,3
329,713415,3
344,713415,3
349,713415,4
380,713415,3
434,713415,3
457,713415,4
588,713415,5
592,713415,3
595,713415,4
1,871280,3
5,871280,5
150,871280,5
292,871280,4
329,871280,4
339,871280,3
349,871280,5
588,871280,4
590,871280,4
592,871280,3
593,871280,3
595,871280,3
736,871280,5
1,223482,3
10,223482,2
34,223482,3
47,223482,4
150,223482,5
153,223482,4
161,223482,5
165,223482,5
208,223482,3
225,223482,3
231,223482,3
253,223482,5
288,223482,3
296,223482,3
316,223482,4
317,223482,3
318,223482,4
329,223482,5
339,223482,3
344,223482,3
349,223482,4
410,223482,2
434,223482,5
457,223482,3
588,223482,4
590,223482,4
592,223482,4
593,223482,5
595,223482,4
1,824765,5
2,824765,4
3,824765,4
10,824765,4
11,824765,5
14,824765,4
17,824765,4
19,824765,4
20,824765,3
22,824765,3
30,824765,3
31,824765,3
32,824765,4
34,824765,5
36,824765,3
39,824765,4
44,824765,5
45,824765,3
47,824765,5
50,824765,5
62,824765,5
66,824765,3
70,824765,4
71,824765,3
73,824765,4
89,824765,4
94,824765,4
101,824765,3
105,824765,3
110,824765,5
112,824765,5
122,824765,3
132,824765,3
141,824765,5
145,824765,4
150,824765,5
153,824765,4
154,824765,3
157,824765,3
158,824765,3
160,824765,3
161,824765,5
163,824765,3
165,824765,4
170,824765,3
172,824765,4
173,824765,3
176,824765,4
177,824765,3
178,824765,3
181,824765,2
185,824765,4
186,824765,4
191,824765,3
193,824765,5
195,824765,4
196,824765,4
198,824765,4
204,824765,3
207,824765,4
208,824765,3
218,824765,3
225,824765,5
227,824765,4
230,824765,3
231,824765,4
233,824765,4
234,824765,5
235,824765,3
236,824765,4
247,824765,4
248,824765,3
249,824765,5
252,824765,4
253,824765,3
257,824765,4
260,824765,4
261,824765,3
272,824765,3
273,824765,3
276,824765,4
277,824765,4
280,824765,4
281,824765,5
288,824765,5
292,824765,5
293,824765,4
296,824765,5
305,824765,5
307,824765,4
308,824765,4
312,824765,4
315,824765,3
316,824765,3
317,824765,3
318,824765,5
322,824765,2
325,824765,4
327,824765,4
328,824765,4
329,824765,3
332,824765,3
333,824765,4
338,824765,5
339,824765,4
342,824765,3
344,824765,4
347,824765,5
348,824765,3
349,824765,4
350,824765,3
353,824765,3
355,824765,4
356,824765,5
357,824765,3
358,824765,5
362,824765,4
364,824765,4
366,824765,5
367,824765,3
368,824765,4
370,824765,4
371,824765,5
372,824765,3
377,824765,5
378,824765,4
380,824765,4
381,824765,4
382,824765,3
410,824765,3
413,824765,3
420,824765,4
427,824765,4
432,824765,3
433,824765,3
434,824765,4
435,824765,3
440,824765,4
442,824765,5
445,824765,4
450,824765,4
453,824765,3
454,824765,4
457,824765,5
466,824765,4
468,824765,4
471,824765,3
474,824765,4
480,824765,4
485,824765,3
490,824765,4
491,824765,4
495,824765,5
497,824765,4
500,824765,3
501,824765,3
508,824765,5
514,824765,4
515,824765,5
516,824765,4
520,824765,4
521,824765,3
527,824765,5
529,824765,4
531,824765,3
532,824765,3
537,824765,4
538,824765,4
539,824765,4
540,824765,4
543,824765,3
550,824765,3
551,824765,4
555,824765,3
585,824765,3
586,824765,4
587,824765,3
588,824765,5
589,824765,4
590,824765,3
592,824765,5
593,824765,5
595,824765,3
597,824765,4
610,824765,5
627,824765,4
640,824765,3
648,824765,4
671,824765,4
695,824765,3
733,824765,4
736,824765,5
743,824765,4
784,824765,3
1,481244,4
34,481244,5
48,481244,3
158,481244,5
261,481244,5
262,481244,5
277,481244,4
316,481244,2
329,481244,2
355,481244,5
364,481244,5
410,481244,4
457,481244,2
480,481244,5
500,481244,5
531,481244,5
552,481244,4
586,481244,5
588,481244,3
590,481244,3
592,481244,2
595,481244,3
2,865140,5
4,865140,3
5,865140,4
9,865140,4
10,865140,5
